,Ensemble_adv,Ensemble_true,True,adv_model0,adv_model1,adv_model2,adv_model3,adv_model4,adv_model5,adv_model6,adv_model7,adv_model8,adv_model9,model0,model1,model2,model3,model4,model5,model6,model7,model8,model9
1909,5,7,7,5,5,5,5,5,5,5,5,8,0,7,7,7,7,7,7,7,7,7,7
1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,0,0,0,0,0,6,3,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0
1912,4,6,6,6,6,4,4,4,4,4,6,4,6,6,6,6,6,6,6,6,6,6,6
1913,7,7,7,5,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1914,5,5,5,5,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5
1915,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1916,8,6,6,3,8,8,8,3,8,3,8,8,8,6,6,6,6,6,6,6,6,6,6
1917,6,0,0,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0
1918,9,4,9,9,9,9,9,9,9,9,3,9,9,4,4,4,4,4,4,4,4,4,4
1919,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1920,7,9,7,3,7,9,7,3,7,3,3,7,7,9,9,9,9,9,9,9,9,9,9
1921,3,1,1,3,3,8,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
1922,5,3,3,5,5,5,5,5,5,3,5,5,5,3,3,3,3,3,3,3,3,3,3
1923,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
1924,4,4,4,7,4,4,4,7,7,7,8,8,4,4,4,4,4,4,4,4,4,4,4
1925,2,3,3,3,2,2,3,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3
1926,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1927,5,5,5,5,5,0,5,3,3,0,5,3,0,5,5,5,5,5,5,5,5,5,5
1928,3,5,5,3,5,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5
1929,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6
1930,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,3
1931,6,0,0,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0
1932,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1933,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1934,4,4,4,2,6,4,4,4,4,4,6,3,4,4,4,4,4,4,4,4,4,4,4
1935,2,2,2,2,2,8,8,3,8,8,2,8,2,2,2,2,2,2,2,8,2,2,2
1936,3,3,3,3,3,8,7,3,3,7,3,7,3,3,3,3,3,3,3,3,3,3,3
1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,4,9,9,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9
1939,5,9,9,3,5,3,5,5,3,3,3,3,5,9,9,9,9,9,9,9,9,9,9
1940,1,4,4,3,1,1,1,3,1,3,3,1,1,4,4,4,4,4,4,4,4,4,4
1941,5,7,7,5,5,3,7,7,7,3,7,3,7,7,7,7,7,7,7,7,7,7,7
1942,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1943,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,8,1,8,8,8,8,8,1
1944,7,4,4,7,7,9,7,8,8,7,8,8,8,4,4,4,4,4,4,4,4,4,4
1945,2,7,7,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7
1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947,8,6,6,3,6,6,5,5,8,2,8,8,6,6,6,6,6,6,6,6,6,6,6
1948,2,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
1949,8,4,8,7,5,8,3,7,7,3,8,5,8,4,4,9,9,4,4,9,4,8,4
1950,3,5,5,3,5,8,3,3,3,3,3,5,3,5,5,5,5,5,5,5,5,5,5
1951,2,2,2,2,2,2,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2
1952,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1953,8,5,5,5,5,8,5,8,8,5,8,8,8,5,5,5,5,5,5,5,5,5,5
1954,7,7,7,7,9,9,3,3,9,7,3,7,7,7,7,7,7,7,7,7,7,7,7
1955,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3
1956,0,0,0,5,5,0,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1957,8,8,8,8,5,8,5,8,8,5,8,8,8,8,8,8,0,8,0,5,0,0,8
1958,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1959,4,7,3,8,4,4,4,4,4,4,4,4,4,9,7,4,7,7,7,7,7,7,7
1960,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,2,2,2,2
1961,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1962,3,2,2,3,2,3,8,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2
1963,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1964,3,5,5,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5
1965,9,0,7,9,9,9,9,9,9,7,9,9,9,0,0,0,0,0,0,0,0,0,0
1966,5,6,6,5,5,5,5,5,5,5,5,5,5,6,6,6,5,5,6,6,6,5,5
1967,4,4,4,4,6,4,4,6,4,6,6,4,4,4,4,4,4,4,4,4,4,4,4
1968,3,0,6,3,3,3,5,3,3,3,5,5,3,3,5,3,0,5,3,0,0,5,0
1969,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1970,8,4,4,3,3,8,7,3,8,3,8,8,3,4,4,4,4,4,4,4,4,4,4
1971,8,1,8,8,8,8,8,8,8,8,8,8,8,8,1,8,1,1,1,1,8,1,1
1972,3,2,2,3,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
1973,5,7,7,5,8,9,8,5,8,9,5,8,9,7,7,7,7,7,7,7,7,7,7
1974,4,4,4,4,6,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4
1975,8,4,5,5,8,8,8,8,8,8,3,5,8,4,4,4,4,4,4,4,4,4,4
1976,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1977,5,0,0,5,5,0,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
1978,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1979,8,8,9,5,8,8,3,3,8,8,8,3,8,8,8,2,3,6,2,2,8,2,2
1980,9,9,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1981,2,6,6,2,2,2,2,2,2,3,2,2,2,6,6,6,6,6,6,6,6,6,6
1982,3,7,7,7,7,5,5,3,3,3,3,8,0,7,7,7,7,7,7,7,7,7,7
1983,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1984,5,5,5,5,5,5,5,5,5,5,5,5,5,9,5,5,5,4,9,5,5,5,5
1985,8,1,6,5,2,8,2,2,2,8,8,8,0,1,1,1,1,1,1,1,1,1,1
1986,3,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
1987,3,1,1,3,3,8,3,3,3,3,3,8,3,1,1,1,1,1,1,1,1,1,1
1988,8,8,2,8,8,8,8,8,8,2,8,8,8,2,2,8,2,8,8,8,2,2,8
1989,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1990,2,6,6,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6
1991,7,7,7,7,8,7,7,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7
1992,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1993,3,7,7,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7
1994,4,6,6,5,4,4,4,0,4,4,0,8,0,6,6,6,6,6,6,6,6,6,6
1995,2,4,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4
1996,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1997,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1998,9,9,4,9,9,9,9,9,9,9,3,9,9,9,9,9,4,9,9,4,9,9,4
1999,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8
2000,8,6,6,8,6,8,8,8,8,8,6,8,8,6,6,6,6,6,6,6,6,6,6
2001,5,3,3,5,5,5,5,5,5,5,5,5,5,5,3,5,3,3,3,3,3,3,3
2002,8,8,8,8,8,8,8,8,8,8,3,8,8,8,8,8,8,3,8,8,8,3,8
2003,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2004,1,1,1,3,1,8,1,3,1,3,8,8,1,1,1,1,1,1,1,1,1,1,1
2005,6,0,0,6,6,6,6,6,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0
2006,8,6,6,8,6,6,8,8,6,8,6,8,6,6,6,6,6,6,6,6,6,6,6
2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2009,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2010,6,6,6,6,6,6,6,6,6,6,6,3,3,6,6,6,6,6,6,6,6,6,6
2011,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4
2012,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2013,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2014,3,1,1,3,3,3,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
2015,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2016,3,1,1,3,3,8,9,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
2017,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2018,8,8,8,3,8,8,8,8,8,3,8,8,8,2,8,8,8,8,8,2,8,8,8
2019,7,4,4,7,4,4,4,3,3,7,3,8,7,4,4,4,4,4,4,4,4,4,4
2020,4,6,6,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6
2021,3,1,1,5,5,5,5,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
2022,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2023,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2024,5,3,3,5,5,6,5,3,3,5,5,5,6,3,3,3,3,3,3,3,3,3,3
2025,3,1,1,3,5,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
2026,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2
2027,3,8,8,3,3,3,3,3,3,3,3,3,3,8,3,8,3,8,8,3,3,8,3
2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2030,2,5,5,2,2,2,3,2,2,3,2,2,2,5,5,5,5,5,5,5,5,5,5
2031,4,9,9,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9
2032,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2033,4,6,4,6,4,4,4,4,4,4,4,4,4,6,6,4,6,4,6,4,6,4,4
2034,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2035,8,8,0,8,8,8,8,8,8,8,8,8,8,5,8,5,8,5,8,8,8,8,8
2036,0,3,2,0,0,0,0,0,0,0,0,0,0,5,3,3,5,5,5,0,5,3,3
2037,7,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2038,8,0,0,5,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0
2039,8,1,9,3,8,8,7,3,3,7,3,8,8,1,1,1,1,1,1,1,1,1,1
2040,6,0,0,5,5,6,5,5,6,6,5,6,6,0,0,0,0,0,0,0,0,0,0
2041,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2042,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2043,2,7,7,2,2,2,0,2,2,2,0,8,2,7,7,7,7,7,7,7,7,7,7
2044,6,6,6,5,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6
2045,0,7,7,0,6,0,7,8,0,7,7,0,0,7,7,7,7,7,7,7,7,7,7
2046,9,9,9,9,9,9,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9
2047,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2048,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2049,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2050,2,2,2,2,6,2,1,2,6,2,2,2,1,2,6,2,2,2,6,2,2,2,2
2051,3,4,4,3,3,9,9,9,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
2052,8,4,4,7,8,8,7,8,8,7,8,8,7,4,4,4,4,4,4,4,4,4,4
2053,3,8,8,3,8,8,8,3,3,3,3,3,3,8,8,8,8,8,8,8,8,8,8
2054,8,0,0,9,9,9,8,8,8,9,8,8,9,0,0,0,0,0,0,0,0,0,0
2055,7,4,4,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4
2056,8,4,4,9,8,8,8,8,4,9,3,8,7,4,4,4,4,4,4,4,4,4,4
2057,5,5,5,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2058,3,8,8,3,3,3,3,3,3,3,3,3,3,3,8,8,8,3,8,8,3,8,8
2059,2,0,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
2060,4,6,6,3,3,4,4,4,4,4,8,8,4,6,6,6,6,6,6,6,6,6,6
2061,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2062,8,9,9,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9
2063,8,8,8,3,8,8,8,8,8,3,3,8,8,8,8,8,8,8,8,8,8,8,8
2064,2,5,5,2,2,2,2,2,0,2,2,3,2,3,5,3,5,5,5,5,5,5,5
2065,2,5,6,2,2,2,2,6,2,2,2,6,2,2,6,5,2,5,5,6,5,6,6
2066,4,9,9,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9
2067,0,0,0,2,2,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0
2068,7,4,4,7,7,7,7,7,3,7,3,7,7,4,4,4,4,4,4,4,4,4,4
2069,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2070,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2071,8,1,1,5,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1
2072,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3
2073,7,4,4,7,4,4,7,7,9,7,9,8,7,4,4,4,4,4,4,4,4,4,4
2074,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,8,6,5,6,6,6
2075,4,8,8,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,9,8,8
2076,6,0,0,0,6,6,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0
2077,4,9,9,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9
2078,3,1,1,3,3,5,5,3,3,3,3,8,3,1,1,1,1,1,1,1,1,1,1
2079,3,3,3,2,3,8,8,3,3,3,3,3,3,2,3,8,3,3,3,2,3,3,3
2080,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2081,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2082,8,9,9,3,7,9,7,8,8,8,8,8,7,9,9,4,9,4,9,9,9,9,4
2083,8,4,8,7,8,8,8,3,8,8,8,8,8,4,4,8,4,4,4,6,4,4,9
2084,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7
2085,2,1,1,2,2,2,8,2,2,2,2,8,8,1,1,1,1,1,1,1,1,1,1
2086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2088,3,7,7,7,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7
2089,3,1,1,5,3,3,5,3,8,3,8,8,3,1,1,1,1,1,1,1,1,1,1
2090,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2091,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2092,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2093,5,7,7,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7
2094,7,9,9,3,7,9,7,8,7,9,7,7,7,9,9,9,9,9,9,9,9,9,9
2095,3,1,1,5,3,5,3,3,3,3,3,8,3,1,1,1,1,1,1,1,1,1,1
2096,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2097,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2098,2,2,2,2,2,2,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2
2099,4,4,4,6,4,4,4,4,4,6,6,4,4,4,4,4,4,4,4,4,4,4,4
2100,3,9,9,7,3,3,7,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,9
2101,3,4,4,3,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
2102,3,7,7,5,3,3,8,3,3,3,3,8,3,7,7,7,7,7,7,7,7,7,7
2103,2,2,2,2,2,2,0,0,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2
2104,3,2,2,0,3,0,3,3,2,2,8,3,2,2,2,2,2,2,2,2,2,2,2
2105,3,3,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3,3,3,3,3
2106,2,4,4,2,6,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4
2107,7,9,9,7,7,7,7,7,7,9,9,7,7,9,9,9,9,9,9,9,9,9,9
2108,2,1,1,2,2,2,3,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1
2109,4,9,9,9,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9
2110,3,2,2,2,3,2,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2
2111,8,1,1,2,3,8,1,8,2,3,8,8,1,1,1,1,1,1,1,1,1,1,1
2112,0,7,7,0,2,0,5,3,0,0,0,8,0,7,7,7,7,7,7,7,7,7,7
2113,9,9,9,9,9,9,7,0,9,9,0,7,9,9,9,9,9,9,9,9,9,9,9
2114,5,4,4,5,5,6,5,5,6,6,5,5,4,4,4,4,4,4,4,4,4,4,4
2115,9,4,4,9,9,9,9,9,9,9,3,9,9,4,4,4,4,4,4,4,4,4,4
2116,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2117,6,6,6,0,6,6,6,8,6,6,8,8,0,6,6,6,6,6,6,6,6,6,6
2118,7,7,7,7,5,7,9,5,7,7,7,9,7,7,7,7,7,7,7,7,7,7,7
2119,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
2120,3,7,7,2,3,8,3,3,8,3,3,8,0,7,7,7,7,7,7,7,7,7,7
2121,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2122,8,0,8,5,5,6,4,8,6,3,8,8,8,0,0,0,0,0,0,0,0,0,0
2123,3,1,1,3,3,8,7,3,3,3,3,8,3,1,1,1,1,1,1,1,1,1,1
2124,9,9,9,9,9,4,9,9,9,9,9,9,4,9,9,9,9,9,9,9,9,9,9
2125,5,7,7,5,2,0,5,5,0,5,8,8,0,7,7,7,7,7,7,7,7,7,7
2126,8,1,1,5,5,8,8,8,8,3,8,8,8,1,1,1,1,1,1,1,1,1,1
2127,3,1,1,3,3,0,5,3,3,3,3,8,3,1,1,1,1,1,1,1,1,1,1
2128,7,7,7,7,7,8,7,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7
2129,3,3,5,3,3,0,3,3,3,3,3,3,3,3,3,5,3,3,3,5,3,5,5
2130,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2131,3,3,3,3,3,6,6,3,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2132,3,5,5,3,5,0,3,3,3,3,8,3,5,3,5,5,3,3,5,5,5,5,5
2133,3,1,1,3,3,3,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1
2134,3,3,3,5,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3
2135,5,7,7,5,5,5,5,5,7,5,5,5,7,7,7,7,7,7,7,7,7,7,7
2136,4,6,6,4,9,4,9,9,4,4,4,9,9,6,6,6,6,6,6,6,6,6,6
2137,3,1,1,3,5,8,8,3,3,3,3,8,3,1,1,1,1,1,1,1,1,1,1
2138,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2139,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2140,5,7,7,5,5,5,8,5,8,5,5,8,9,7,7,7,7,7,7,7,7,7,7
2141,7,5,5,3,8,7,7,3,7,7,3,7,7,5,5,5,5,5,5,5,5,5,5
2142,5,9,9,5,9,8,5,5,3,5,0,9,5,9,9,9,9,9,9,9,9,9,9
2143,0,2,9,0,0,0,0,0,0,0,0,0,0,2,2,6,2,2,2,2,6,2,2
2144,3,0,0,3,3,3,3,3,3,5,3,3,3,0,0,0,0,0,0,0,0,0,0
2145,2,0,0,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2146,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2147,2,8,8,2,2,2,8,3,2,2,2,3,2,8,8,8,8,8,8,8,8,8,8
2148,3,8,8,3,3,8,3,3,8,3,3,8,3,8,8,8,8,8,8,8,8,8,8
2149,8,7,2,2,0,8,8,8,8,8,0,8,0,7,7,7,7,7,7,7,7,7,7
2150,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3
2151,3,7,7,3,2,3,3,3,3,3,3,8,3,7,7,7,7,7,7,7,7,7,7
2152,3,1,1,3,3,8,7,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
2153,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2154,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2155,8,8,3,8,8,8,8,8,8,3,8,8,8,8,8,1,8,8,8,8,8,8,8
2156,8,4,4,7,4,8,5,8,4,7,8,8,8,4,4,4,4,4,4,4,4,4,4
2157,4,4,4,5,5,8,5,5,4,5,8,4,4,4,4,4,4,4,4,4,4,4,4
2158,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2159,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,8,8,8
2160,4,9,9,8,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9
2161,2,2,2,2,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2
2162,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,3,3,3,3
2163,5,9,9,5,5,4,5,5,3,3,3,3,5,9,9,9,9,9,9,9,9,9,9
2164,7,7,7,8,8,9,7,8,8,7,0,7,7,7,7,7,7,7,7,7,7,7,7
2165,3,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
2166,3,1,1,3,3,3,1,3,3,3,3,8,1,1,1,1,1,1,1,1,1,1,1
2167,3,7,7,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7
2168,6,0,0,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0
2169,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,6,4,4,4,4,4,4
2170,9,9,9,5,5,9,9,5,8,9,8,9,9,5,9,9,9,9,9,9,9,9,9
2171,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2172,5,5,5,5,5,6,5,5,6,5,5,8,6,5,5,5,5,5,5,5,5,5,5
2173,4,9,9,9,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9
2174,3,1,1,3,1,8,1,3,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1
2175,2,2,7,6,2,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2176,5,0,0,5,5,5,5,5,5,5,5,5,5,0,0,5,0,0,0,5,0,0,5
2177,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2179,2,0,0,2,2,2,2,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2180,4,4,4,4,9,4,9,9,4,9,4,9,4,4,4,4,4,4,4,4,4,4,4
2181,6,6,6,6,6,6,6,6,6,6,6,4,4,6,6,6,6,6,6,6,6,6,6
2182,7,7,7,5,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2183,2,0,0,5,2,2,2,2,2,2,2,8,2,0,0,0,0,0,0,0,0,0,0
2184,9,7,7,9,9,9,9,9,8,9,7,9,9,7,7,7,7,7,7,7,7,7,7
2185,3,1,1,3,1,8,1,3,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1
2186,4,4,4,5,0,4,5,5,4,4,0,8,4,4,4,4,4,4,4,4,4,4,4
2187,4,6,6,6,6,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6
2188,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4
2189,5,5,5,5,5,5,5,5,8,5,5,8,5,5,5,5,8,5,8,5,5,8,5
2190,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2191,2,9,9,2,2,2,7,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9
